from_molecule,relationship,to_molecule,rule,reaction_id,generation_formed
C(C)(C(CO)(C(CO)(CO)O)O)=O,FORMS,C(C(CO)C(C(C)=O)(CO)O)=O,'Elimination + enol to keto',9758,3
C(C(C(CO)(C)O)(C(C=O)O)O)=O,FORMS,O,'Elimination + enol to keto',9760,3
C(C(C(CO)(C)O)(C(C=O)O)O)=O,FORMS,C(C(C(C=O)(C(C=O)C)O)O)=O,'Elimination + enol to keto',9760,3
C(C(C(CO)(C)O)(C(C=O)O)O)=O,FORMS,O,'Elimination + enol to keto',9761,3
C(C(C(CO)(C)O)(C(C=O)O)O)=O,FORMS,C(C(C(C=O)=O)C(C)(CO)O)=O,'Elimination + enol to keto',9761,3
C(CO)(C(CO)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9763,3
C(CO)(C(CO)(C(CO)(C)O)O)=O,FORMS,C(C(C)C(C(CO)=O)(CO)O)=O,'Elimination + enol to keto',9763,3
C(CO)(C(CO)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9764,3
C(CO)(C(CO)(C(CO)(C)O)O)=O,FORMS,C(C(C(CO)=O)C(CO)(C)O)=O,'Elimination + enol to keto',9764,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9765,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,C(C(C(CO)=O)C(CO)(C)O)=O,'Elimination + enol to keto',9765,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9767,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,C(C(C(C)=O)(C(CO)(C)O)O)=O,'Elimination + enol to keto',9767,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9768,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,C(C(C(CO)(C)O)(CC=O)O)=O,'Elimination + enol to keto',9768,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,O,'Elimination + enol to keto',9770,3
C(C(C(CO)O)(C(CO)(C)O)O)=O,FORMS,C(C(C)C(C=O)(C(CO)O)O)=O,'Elimination + enol to keto',9770,3
C1(CC(OC1(CO)C(CO)O)O)=O,FORMS,O,'Elimination + enol to keto',9772,3
C1(CC(OC1(CO)C(CO)O)O)=O,FORMS,C1(CC(OC1(C(C)=O)CO)O)=O,'Elimination + enol to keto',9772,3
C1(CC(OC1(CO)C(CO)O)O)=O,FORMS,O,'Elimination + enol to keto',9774,3
C1(CC(OC1(CO)C(CO)O)O)=O,FORMS,C1(C(CO)(CC=O)OC(C1)O)=O,'Elimination + enol to keto',9774,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9776,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,C1(CC(C(C(C)=O)(CO)O1)O)=O,'Elimination + enol to keto',9776,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9778,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,C(C)(C1(CO)C(C(CO1)=O)O)=O,'Elimination + enol to keto',9778,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9780,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,C(C)(C1(CO)CC(C(O1)O)=O)=O,'Elimination + enol to keto',9780,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9781,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,C1(CC(OC1(C(C)=O)CO)O)=O,'Elimination + enol to keto',9781,3
C1(CC(C(OC1(CO)CO)O)O)=O,FORMS,O,'Elimination + enol to keto',9783,3
C1(CC(C(OC1(CO)CO)O)O)=O,FORMS,C1(CCC(OC1(CO)CO)=O)=O,'Elimination + enol to keto',9783,3
C1(CC(C(OC1(CO)CO)O)O)=O,FORMS,O,'Elimination + enol to keto',9785,3
C1(CC(C(OC1(CO)CO)O)O)=O,FORMS,C1(C(CO)(CO)OCC(C1)=O)=O,'Elimination + enol to keto',9785,3
C(C1(CO)C(CC(CO)(O1)O)O)=O,FORMS,O,'Elimination + enol to keto',9787,3
C(C1(CO)C(CC(CO)(O1)O)O)=O,FORMS,C(C1(CO)C(CC(C=O)O1)O)=O,'Elimination + enol to keto',9787,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9789,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,C(C1(C(CC(C)(O1)O)=O)CO)=O,'Elimination + enol to keto',9789,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9791,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,C(C1(CO)CC(C(C)(O1)O)=O)=O,'Elimination + enol to keto',9791,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9793,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,C(C1(CO)C(C(C(C)O1)=O)O)=O,'Elimination + enol to keto',9793,3
C(C1(CO)C(C(CC(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9795,3
C(C1(CO)C(C(CC(O1)O)O)O)=O,FORMS,C(C1(C(CCC(O1)O)=O)CO)=O,'Elimination + enol to keto',9795,3
C(C1(CO)C(C(CC(O1)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9797,3
C(C1(CO)C(C(CC(O1)O)O)O)=O,FORMS,C(C1(CO)CC(CC(O1)O)=O)=O,'Elimination + enol to keto',9797,3
C1(CC(C(C(C=O)O1)O)O)=O,FORMS,O,'Elimination + enol to keto',9799,3
C1(CC(C(C(C=O)O1)O)O)=O,FORMS,C(C1C(CCC(O1)=O)=O)=O,'Elimination + enol to keto',9799,3
C1(CC(C(C(C=O)O1)O)O)=O,FORMS,O,'Elimination + enol to keto',9801,3
C1(CC(C(C(C=O)O1)O)O)=O,FORMS,C1(CC(CC(C=O)O1)=O)=O,'Elimination + enol to keto',9801,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9802,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,C1(C(O)OC(C(CO)O)C1)=O,'Elimination + enol to keto',9802,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9804,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,C(C)(C1CC(C(O1)(O)O)O)=O,'Elimination + enol to keto',9804,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9806,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,C(CC1CC(C(O)(O)O1)O)=O,'Elimination + enol to keto',9806,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9808,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2OC(C(CO)O2)C1O)=O,'Elimination + enol to keto',9808,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9810,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2(O)OC(C(CO)O2)C1)=O,'Elimination + enol to keto',9810,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9812,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2C(CO)OC(C1)(O2)O)=O,'Elimination + enol to keto',9812,3
C1C(C(C(O)(O)O1)O)O,FORMS,O,'Elimination + enol to keto',9814,3
C1C(C(C(O)(O)O1)O)O,FORMS,C1(C(O)OCC1O)=O,'Elimination + enol to keto',9814,3
C1C(C(C(O)(O)O1)O)O,FORMS,O,'Elimination + enol to keto',9816,3
C1C(C(C(O)(O)O1)O)O,FORMS,C1(C(O)(O)OCC1)=O,'Elimination + enol to keto',9816,3
C1C(C(C(O)(O)O1)O)O,FORMS,O,'Elimination + enol to keto',9818,3
C1C(C(C(O)(O)O1)O)O,FORMS,C1(COC(C1)(O)O)=O,'Elimination + enol to keto',9818,3
C(C1C(CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9819,3
C(C1C(CC(C(O)(O)O1)O)O)O,FORMS,C1(C(O)OC(CO)C(C1)O)=O,'Elimination + enol to keto',9819,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,O,'Elimination + enol to keto',9821,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,C1(CC2COC(C1)(O)O2)=O,'Elimination + enol to keto',9821,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,O,'Elimination + enol to keto',9823,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,C1(C2COC(CC1)(O2)O)=O,'Elimination + enol to keto',9823,3
C(C1C(C(CC(O1)(O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9825,3
C(C1C(C(CC(O1)(O)O)O)O)=O,FORMS,C(C1C(CCC(O1)(O)O)=O)=O,'Elimination + enol to keto',9825,3
C(C1C(C(CC(O1)(O)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9827,3
C(C1C(C(CC(O1)(O)O)O)O)=O,FORMS,C1(CC(C=O)OC(C1)(O)O)=O,'Elimination + enol to keto',9827,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9828,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,C1(C(O)OCC(C(C1)O)O)=O,'Elimination + enol to keto',9828,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9830,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,C1(CC(C(O)(O)OCC1)O)=O,'Elimination + enol to keto',9830,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9832,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,C1(COC(C(CC1)O)(O)O)=O,'Elimination + enol to keto',9832,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9834,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2OCC(C(C1O)O2)O)=O,'Elimination + enol to keto',9834,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9836,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2(O)OCC(C(C1)O2)O)=O,'Elimination + enol to keto',9836,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9838,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2C(COC(C1)(O2)O)O)=O,'Elimination + enol to keto',9838,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9840,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2OCC(C(C1O)O)O2)=O,'Elimination + enol to keto',9840,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9842,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2(O)OCC(C(C1)O)O2)=O,'Elimination + enol to keto',9842,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9844,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C2COC(C1)(O)O2)O)=O,'Elimination + enol to keto',9844,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9846,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C2(O)OC(CO2)C1)O)=O,'Elimination + enol to keto',9846,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,O,'Elimination + enol to keto',9848,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C2COC(C(C1)O)(O2)O)=O,'Elimination + enol to keto',9848,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9849,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,C1(CC(C(C1CO)O)O)=O,'Elimination + enol to keto',9849,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9851,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,C1(C(C(C(CO)C1)O)O)=O,'Elimination + enol to keto',9851,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9853,3
C(C1C(C(C(C1O)O)O)O)O,FORMS,C1(C(C(C(C1)O)CO)O)=O,'Elimination + enol to keto',9853,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9854,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,C(C(CC(CCO)O)=O)(O)=O,'Elimination + enol to keto',9854,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9856,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,C(CC(C(CCO)O)=O)(O)=O,'Elimination + enol to keto',9856,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9858,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,C(C(C(CCCO)=O)O)(O)=O,'Elimination + enol to keto',9858,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9859,3
C(C(C(C(CCO)O)O)O)(O)=O,FORMS,C(CC(C(O)=O)O)(CCO)=O,'Elimination + enol to keto',9859,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9861,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(CC(CO)O)(CCO)=O,'Elimination + enol to keto',9861,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9863,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(C(CO)O)(CCCO)=O,'Elimination + enol to keto',9863,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9865,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(C(CCO)O)(CCO)=O,'Elimination + enol to keto',9865,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9866,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(CO)(CC(CCO)O)=O,'Elimination + enol to keto',9866,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9867,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(C)(C(C(CCO)O)O)=O,'Elimination + enol to keto',9867,3
C(C(C(C(CCO)O)O)O)O,FORMS,O,'Elimination + enol to keto',9868,3
C(C(C(C(CCO)O)O)O)O,FORMS,C(CC(C(CCO)O)O)=O,'Elimination + enol to keto',9868,3
C(C(C(CC(CO)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9870,3
C(C(C(CC(CO)O)O)O)=O,FORMS,C(C(CCC(CO)O)=O)=O,'Elimination + enol to keto',9870,3
C(C(C(CC(CO)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9871,3
C(C(C(CC(CO)O)O)O)=O,FORMS,C(CC(CC(CO)O)=O)=O,'Elimination + enol to keto',9871,3
C(C(C(CC(CO)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9872,3
C(C(C(CC(CO)O)O)O)=O,FORMS,C(C(C(CC(C)=O)O)O)=O,'Elimination + enol to keto',9872,3
C(C(C(CC(CO)O)O)O)=O,FORMS,O,'Elimination + enol to keto',9874,3
C(C(C(CC(CO)O)O)O)=O,FORMS,C(CCC(C(C=O)O)O)=O,'Elimination + enol to keto',9874,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9875,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,C(C1C(C(CC1O)O)O)=O,'Elimination + enol to keto',9875,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9876,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,C1(C(CC(C1CO)O)O)=O,'Elimination + enol to keto',9876,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9878,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,C1(CCC(C1(CO)O)O)=O,'Elimination + enol to keto',9878,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9880,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,C1(CC(C(CO)(C1)O)O)=O,'Elimination + enol to keto',9880,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,O,'Elimination + enol to keto',9881,3
C(C1(C(C(CC1O)O)O)O)O,FORMS,C1(CC(C(C1CO)O)O)=O,'Elimination + enol to keto',9881,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,O,'Elimination + enol to keto',9882,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,C(C)(C(CO)(C(CO)O)O)=O,'Elimination + enol to keto',9882,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,O,'Elimination + enol to keto',9883,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,C(CO)(C(CO)C(CO)O)=O,'Elimination + enol to keto',9883,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,O,'Elimination + enol to keto',9884,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,C(CC(CO)(C(CO)O)O)=O,'Elimination + enol to keto',9884,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,O,'Elimination + enol to keto',9885,3
C(C(C(CO)O)(C(CO)O)O)O,FORMS,C(C(C(CO)O)C(CO)O)=O,'Elimination + enol to keto',9885,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9886,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,C(C1C(CC(C1O)O)=O)(O)=O,'Elimination + enol to keto',9886,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9888,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,C(C1C(C(C(C1)=O)O)O)(O)=O,'Elimination + enol to keto',9888,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9890,3
C(C1C(C(C(C1O)O)O)O)(O)=O,FORMS,C(C1C(CC(C1O)=O)O)(O)=O,'Elimination + enol to keto',9890,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9892,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,C(CC(CC(C(O)=O)=O)O)(O)=O,'Elimination + enol to keto',9892,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9894,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,C(CC(C(CC(O)=O)O)=O)(O)=O,'Elimination + enol to keto',9894,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9896,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,C(C(C(CCC(O)=O)=O)O)(O)=O,'Elimination + enol to keto',9896,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9898,3
C(CC(C(C(C(O)=O)O)O)O)(O)=O,FORMS,C(CC(CC(C(O)=O)O)=O)(O)=O,'Elimination + enol to keto',9898,3
C(C(CC(C(C=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9900,3
C(C(CC(C(C=O)O)O)O)(O)=O,FORMS,C(C(CCC(C=O)=O)O)(O)=O,'Elimination + enol to keto',9900,3
C(C(CC(C(C=O)O)O)O)(O)=O,FORMS,O,'Elimination + enol to keto',9901,3
C(C(CC(C(C=O)O)O)O)(O)=O,FORMS,C(CC(CC(C(O)=O)O)=O)=O,'Elimination + enol to keto',9901,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,O,'Elimination2',9902,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,C1(C(CO)=CC(C1)=O)=O,'Elimination2',9902,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,O,'Elimination2',9903,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,C1(CC(C(C1O)=C)=O)=O,'Elimination2',9903,3
C(C1(CCC(C1O)=O)O)=O,FORMS,O,'Elimination2',9904,3
C(C1(CCC(C1O)=O)O)=O,FORMS,C1(CC=C(C=O)C1O)=O,'Elimination2',9904,3
C1(CC(C(CC1O)=O)O)=O,FORMS,O,'Elimination2',9905,3
C1(CC(C(CC1O)=O)O)=O,FORMS,C1(C=CC(C(C1)O)=O)=O,'Elimination2',9905,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,O,'Elimination2',9906,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,C1(CC(C=O)=CC1O)=O,'Elimination2',9906,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,O,'Elimination2',9907,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,C(C1(C=CC(C1)=O)O)=O,'Elimination2',9907,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,O,'Elimination2',9909,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,C(C1CC(C(C=1)=O)O)=O,'Elimination2',9909,3
C(C1C(CC(C1O)=O)O)=O,FORMS,O,'Elimination2',9910,3
C(C1C(CC(C1O)=O)O)=O,FORMS,C(C1C=CC(C1O)=O)=O,'Elimination2',9910,3
C(C1C(CC(C1O)=O)O)=O,FORMS,O,'Elimination2',9911,3
C(C1C(CC(C1O)=O)O)=O,FORMS,C(C1C(CC(C=1)=O)O)=O,'Elimination2',9911,3
C(C1C(CC(C1O)=O)O)=O,FORMS,O,'Elimination2',9912,3
C(C1C(CC(C1O)=O)O)=O,FORMS,C1(CC=C(C=O)C1O)=O,'Elimination2',9912,3
C1(C(CC(C1CO)O)=O)=O,FORMS,O,'Elimination2',9914,3
C1(C(CC(C1CO)O)=O)=O,FORMS,C1C(C(C(C=1)=O)=O)CO,'Elimination2',9914,3
C1(C(CC(C1CO)O)=O)=O,FORMS,O,'Elimination2',9915,3
C1(C(CC(C1CO)O)=O)=O,FORMS,C1CC(C(C=1CO)=O)=O,'Elimination2',9915,3
C1(C(CC(C1CO)O)=O)=O,FORMS,O,'Elimination2',9916,3
C1(C(CC(C1CO)O)=O)=O,FORMS,C=C1C(C(CC1O)=O)=O,'Elimination2',9916,3
C1(CC(C(C(C1)=O)O)O)=O,FORMS,O,'Elimination2',9917,3
C1(CC(C(C(C1)=O)O)O)=O,FORMS,C1(CC(C=CC1O)=O)=O,'Elimination2',9917,3
C1(CC(CC(C1O)=O)O)=O,FORMS,O,'Elimination2',9918,3
C1(CC(CC(C1O)=O)O)=O,FORMS,C1(CC=CC(C1O)=O)=O,'Elimination2',9918,3
C(C1C(C(CC1O)O)=O)=O,FORMS,O,'Elimination2',9920,3
C(C1C(C(CC1O)O)=O)=O,FORMS,C1CC(C(C=1C=O)=O)O,'Elimination2',9920,3
C(C1C(C(CC1O)O)=O)=O,FORMS,O,'Elimination2',9921,3
C(C1C(C(CC1O)O)=O)=O,FORMS,C(C1C(C=CC1O)=O)=O,'Elimination2',9921,3
C(C1C(C(CC1O)O)=O)=O,FORMS,O,'Elimination2',9922,3
C(C1C(C(CC1O)O)=O)=O,FORMS,C(C1C(C(C=C1)O)=O)=O,'Elimination2',9922,3
C(C1C(C(C(C1)=O)O)O)=O,FORMS,O,'Elimination2',9923,3
C(C1C(C(C(C1)=O)O)O)=O,FORMS,C1(CC(C=O)=CC1O)=O,'Elimination2',9923,3
C1(C(CC(C(C1)O)O)=O)=O,FORMS,O,'Elimination2',9924,3
C1(C(CC(C(C1)O)O)=O)=O,FORMS,C1C(CC(C(C=1)=O)=O)O,'Elimination2',9924,3
C(C1C(CC(C1O)O)=O)=O,FORMS,O,'Elimination2',9925,3
C(C1C(CC(C1O)O)=O)=O,FORMS,C(C1C(C=CC1O)=O)=O,'Elimination2',9925,3
C(C1C(CC(C1O)O)=O)=O,FORMS,O,'Elimination2',9926,3
C(C1C(CC(C1O)O)=O)=O,FORMS,C1C(CC(C=1C=O)=O)O,'Elimination2',9926,3
C1(C(C(C(C1)O)(CO)O)O)=O,FORMS,O,'Elimination2',9927,3
C1(C(C(C(C1)O)(CO)O)O)=O,FORMS,C1C(CO)(C(C(C=1)=O)O)O,'Elimination2',9927,3
C1(C(CC(CO)(C1O)O)O)=O,FORMS,O,'Elimination2',9928,3
C1(C(CC(CO)(C1O)O)O)=O,FORMS,C1C(CO)(C(C(C=1)=O)O)O,'Elimination2',9928,3
C1(C(CC(CO)(C1O)O)O)=O,FORMS,O,'Elimination2',9930,3
C1(C(CC(CO)(C1O)O)O)=O,FORMS,C1(C(C=C(CO)C1O)O)=O,'Elimination2',9930,3
C1(C(C(C(CO)(C1)O)O)O)=O,FORMS,O,'Elimination2',9932,3
C1(C(C(C(CO)(C1)O)O)O)=O,FORMS,C1(CO)C(C(C(C=1)=O)O)O,'Elimination2',9932,3
C1(C(C(C(C)(C1O)O)O)O)=O,FORMS,O,'Elimination2',9934,3
C1(C(C(C(C)(C1O)O)O)O)=O,FORMS,C1(C(C(C(C1O)=C)O)O)=O,'Elimination2',9934,3
C1(C(C(CC(C1O)O)O)O)=O,FORMS,O,'Elimination2',9935,3
C1(C(C(CC(C1O)O)O)O)=O,FORMS,C1(C(C(C=CC1O)O)O)=O,'Elimination2',9935,3
C1(C(C(C(C1)O)O)O)=O,FORMS,O,'Elimination2',9936,3
C1(C(C(C(C1)O)O)O)=O,FORMS,C1C(C(C(C=1)=O)O)O,'Elimination2',9936,3
C1(C(C(C(CC1O)O)O)O)=O,FORMS,O,'Elimination2',9937,3
C1(C(C(C(CC1O)O)O)O)=O,FORMS,C1(C(C(C=CC1O)O)O)=O,'Elimination2',9937,3
C1(C(C(C(CC1O)O)O)O)=O,FORMS,O,'Elimination2',9938,3
C1(C(C(C(CC1O)O)O)O)=O,FORMS,C1C(C(C(C(C=1)=O)O)O)O,'Elimination2',9938,3
C1(C(C(C(C(C1CO)O)O)O)O)=O,FORMS,O,'Elimination2',9940,3
C1(C(C(C(C(C1CO)O)O)O)O)=O,FORMS,C1C(C(C(C(C=1CO)=O)O)O)O,'Elimination2',9940,3
C1(C(C(C(C(C1CO)O)O)O)O)=O,FORMS,O,'Elimination2',9942,3
C1(C(C(C(C(C1CO)O)O)O)O)=O,FORMS,C=C1C(C(C(C(C1O)O)O)O)=O,'Elimination2',9942,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,O,'Elimination2',9944,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,C=C(C(CCO)=O)C(C=O)=O,'Elimination2',9944,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,O,'Elimination2',9945,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,C=CC(C(C(C=O)=O)CO)=O,'Elimination2',9945,3
C(C(CO)CO)(CC(C=O)=O)=O,FORMS,O,'Elimination2',9947,3
C(C(CO)CO)(CC(C=O)=O)=O,FORMS,C=C(C(CC(C=O)=O)=O)CO,'Elimination2',9947,3
C(CCO)(C(C(C=O)=O)C(C)O)=O,FORMS,O,'Elimination2',9949,3
C(CCO)(C(C(C=O)=O)C(C)O)=O,FORMS,C(C)=C(C(CCO)=O)C(C=O)=O,'Elimination2',9949,3
C(CCO)(C(C(C=O)=O)C(C)O)=O,FORMS,O,'Elimination2',9950,3
C(CCO)(C(C(C=O)=O)C(C)O)=O,FORMS,C=CC(C(C(C=O)=O)C(C)O)=O,'Elimination2',9950,3
